fill	y	x	key	clickSelects	showSelected2	showSelected3	PANEL
transparent	-0.0475173391425301	0.183423838345334	8 0.183423838345334	X1<0.183424	8	sub-optimal	1
transparent	-0.573935507796122	0.190725144930184	8 0.190725144930184	X1<0.190725	8	sub-optimal	1
transparent	-0.449924351178666	0.198249337496236	8 0.198249337496236	X1<0.198249	8	sub-optimal	1
transparent	-0.341684277436507	0.199849189142697	8 0.199849189142697	X1<0.199849	8	sub-optimal	1
transparent	-0.248577006061073	0.20076536689885	8 0.20076536689885	X1<0.200765	8	sub-optimal	1
transparent	-0.170196984740432	0.203831824124791	8 0.203831824124791	X1<0.203832	8	sub-optimal	1
transparent	-0.106360681410401	0.21596745273564	8 0.21596745273564	X1<0.215967	8	sub-optimal	1
transparent	-0.84552886430323	0.233404179452918	8 0.233404179452918	X1<0.233404	8	sub-optimal	1
transparent	-0.698947006251768	0.243136907112785	8 0.243136907112785	X1<0.243137	8	sub-optimal	1
transparent	-0.564965233334256	0.252795475884341	8 0.252795475884341	X1<0.252795	8	sub-optimal	1
#FFA500	-2.59243010374958	0.267083358601667	8 0.267083358601667	X1<0.267083	8	can_split	1
transparent	-2.36501268547291	0.279368628049269	8 0.279368628049269	X1<0.279369	8	sub-optimal	1
transparent	-2.14593448965236	0.288140362594277	8 0.288140362594277	X1<0.288140	8	sub-optimal	1
transparent	-1.93460330595416	0.294210443040356	8 0.294210443040356	X1<0.294210	8	sub-optimal	1
transparent	-1.73048806070992	0.298555508372374	8 0.298555508372374	X1<0.298556	8	sub-optimal	1
transparent	-1.5331106549431	0.302601688425057	8 0.302601688425057	X1<0.302602	8	sub-optimal	1
transparent	-1.34203912446515	0.310484169400297	8 0.310484169400297	X1<0.310484	8	sub-optimal	1
transparent	-1.15688187243158	0.325905423727818	8 0.325905423727818	X1<0.325905	8	sub-optimal	1
transparent	-0.977282778190109	0.33800692204386	8 0.33800692204386	X1<0.338007	8	sub-optimal	1
transparent	-0.802917026975472	0.344732500030659	8 0.344732500030659	X1<0.344733	8	sub-optimal	1
transparent	-0.0100456142916503	0.44543250114657	11 0.44543250114657	X1<0.445433	11	sub-optimal	1
transparent	-0.0833225944142537	0.457439052755944	11 0.457439052755944	X1<0.457439	11	sub-optimal	1
transparent	-0.218418553679859	0.462654642178677	11 0.462654642178677	X1<0.462655	11	sub-optimal	1
transparent	-0.0320061907054363	0.476290705264546	11 0.476290705264546	X1<0.476291	11	sub-optimal	1
transparent	0	0.501527497195639	11 0.501527497195639	X1<0.501527	11	sub-optimal	1
transparent	-0.0320061907054363	0.533477914985269	11 0.533477914985269	X1<0.533478	11	sub-optimal	1
transparent	-0.218418553679859	0.557755292858928	11 0.557755292858928	X1<0.557755	11	sub-optimal	1
transparent	-0.0833225944142537	0.568081426783465	11 0.568081426783465	X1<0.568081	11	sub-optimal	1
#FFA500	-1.51056857654334	0.599224032252096	11 0.599224032252096	X1<0.599224	11	can_split	1
transparent	-0.0208673581338044	0.030959413619712	12 0.030959413619712	X1<0.030959	12	sub-optimal	1
transparent	-0.214470501055001	0.0395219983765855	12 0.0395219983765855	X1<0.039522	12	sub-optimal	1
transparent	-0.594486006950621	0.0536785916192457	12 0.0536785916192457	X1<0.053679	12	sub-optimal	1
transparent	-0.127343966679913	0.0655585838248953	12 0.0655585838248953	X1<0.065559	12	sub-optimal	1
transparent	-0.456043068866714	0.0718155398499221	12 0.0718155398499221	X1<0.071816	12	sub-optimal	1
transparent	-1.03729928610552	0.0913896688725799	12 0.0913896688725799	X1<0.091390	12	sub-optimal	1
#FFA500	-2.01753639739333	0.11008392192889	12 0.11008392192889	X1<0.110084	12	can_split	1
transparent	-0.0498713948709337	0.185072884894907	15 0.185072884894907	X1<0.185073	15	sub-optimal	1
transparent	-0.174253068750177	0.193099119700491	15 0.193099119700491	X1<0.193099	15	sub-optimal	1
transparent	-0.0421194022852411	0.209804961457849	15 0.209804961457849	X1<0.209805	15	sub-optimal	1
transparent	0	0.247188110020943	15 0.247188110020943	X1<0.247188	15	sub-optimal	1
transparent	-0.0421194022852411	0.279929986572824	15 0.279929986572824	X1<0.279930	15	sub-optimal	1
transparent	-0.185352040154168	0.284796578576788	15 0.284796578576788	X1<0.284797	15	sub-optimal	1
transparent	-0.0498713948709337	0.2867469714256	15 0.2867469714256	X1<0.286747	15	sub-optimal	1
transparent	-1.72571870323236	0.0511909144697711	4 0.0511909144697711	X2<0.051191	4	sub-optimal	2
transparent	-2.12111510346752	0.054541886667721	4 0.054541886667721	X2<0.054542	4	sub-optimal	2
#FFA500	-2.53737352614442	0.0579857123084366	4 0.0579857123084366	X2<0.057986	4	can_split	2
transparent	-0.622483938528927	0.0764685078756884	4 0.0764685078756884	X2<0.076469	4	sub-optimal	2
transparent	-0.066437990733732	0.0948257141280919	4 0.0948257141280919	X2<0.094826	4	sub-optimal	2
transparent	-0.176144866063275	0.0983513841638342	4 0.0983513841638342	X2<0.098351	4	sub-optimal	2
transparent	-0.332480557112753	0.126537832082249	4 0.126537832082249	X2<0.126538	4	sub-optimal	2
transparent	-0.0142729741568388	0.163195660803467	4 0.163195660803467	X2<0.163196	4	sub-optimal	2
transparent	-0.0982043785724471	0.187099400558509	4 0.187099400558509	X2<0.187099	4	sub-optimal	2
transparent	-0.0243185884484873	0.199895874597132	4 0.199895874597132	X2<0.199896	4	sub-optimal	2
transparent	-0.343706265048013	0.203541245427914	4 0.203541245427914	X2<0.203541	4	sub-optimal	2
transparent	-0.185955401831887	0.209863367024809	4 0.209863367024809	X2<0.209863	4	sub-optimal	2
transparent	-0.0762438021586611	0.228209656197578	4 0.228209656197578	X2<0.228210	4	sub-optimal	2
transparent	-0.533465606840736	0.249931156286038	4 0.249931156286038	X2<0.249931	4	sub-optimal	2
transparent	-0.332480557112753	0.259187476942316	4 0.259187476942316	X2<0.259187	4	sub-optimal	2
transparent	-0.176144866063275	0.26395481324289	4 0.26395481324289	X2<0.263955	4	sub-optimal	2
transparent	-0.066437990733732	0.274008016567677	4 0.274008016567677	X2<0.274008	4	sub-optimal	2
transparent	-0.00781638291443798	0.305394988041371	4 0.305394988041371	X2<0.305395	4	sub-optimal	2
transparent	-0.393064547377414	0.331167285447009	4 0.331167285447009	X2<0.331167	4	sub-optimal	2
transparent	-0.206793853337363	0.335052940412425	4 0.335052940412425	X2<0.335053	4	sub-optimal	2
transparent	-1.72571870323236	0.346780378138647	4 0.346780378138646	X2<0.346780	4	sub-optimal	2
transparent	-0.518997415328496	0.511265625013039	5 0.511265625013039	X2<0.511266	5	sub-optimal	2
transparent	-0.634524624762994	0.531458679935895	5 0.531458679935895	X2<0.531459	5	sub-optimal	2
transparent	-0.754685056341096	0.536853596800938	5 0.536853596800938	X2<0.536854	5	sub-optimal	2
transparent	-0.879866430707116	0.54103257949464	5 0.54103257949464	X2<0.541033	5	sub-optimal	2
transparent	-1.01050734237037	0.556373507715762	5 0.556373507715762	X2<0.556374	5	sub-optimal	2
transparent	-1.14710658323856	0.587974352645688	5 0.587974352645688	X2<0.587974	5	sub-optimal	2
transparent	-1.29023470880861	0.608554245322011	5 0.608554245322011	X2<0.608554	5	sub-optimal	2
transparent	-0.00662318894130642	0.621870628674515	5 0.621870628674515	X2<0.621871	5	sub-optimal	2
transparent	-0.025869895151919	0.638308283057995	5 0.638308283057995	X2<0.638308	5	sub-optimal	2
transparent	-0.0571108508244098	0.64474820275791	5 0.64474820275791	X2<0.644748	5	sub-optimal	2
transparent	-0.300809410936283	0.651546791894361	5 0.651546791894361	X2<0.651547	5	sub-optimal	2
transparent	-0.221461339302696	0.668340957257897	5 0.668340957257897	X2<0.668341	5	sub-optimal	2
transparent	-0.154745201918876	0.696214496158063	5 0.696214496158063	X2<0.696214	5	sub-optimal	2
transparent	-0.100063085430753	0.730730570387095	5 0.730730570387095	X2<0.730731	5	sub-optimal	2
transparent	-0.0571108508244098	0.751311087165959	5 0.751311087165959	X2<0.751311	5	sub-optimal	2
transparent	-0.025869895151919	0.763540534884669	5 0.763540534884669	X2<0.763541	5	sub-optimal	2
transparent	-0.00662318894130642	0.78323125676252	5 0.783231256762519	X2<0.783231	5	sub-optimal	2
transparent	1.77635683940025e-15	0.801182091818191	5 0.801182091818191	X2<0.801182	5	sub-optimal	2
transparent	-0.00706006555170369	0.813627946889028	5 0.813627946889028	X2<0.813628	5	sub-optimal	2
transparent	-0.0294387565897143	0.822742603952065	5 0.822742603952065	X2<0.822743	5	sub-optimal	2
transparent	-0.0695956282586767	0.849754604045302	5 0.849754604045302	X2<0.849755	5	sub-optimal	2
transparent	-0.131253285418046	0.876731339143589	5 0.876731339143589	X2<0.876731	5	sub-optimal	2
transparent	-0.220218560035052	0.880507887806743	5 0.880507887806743	X2<0.880508	5	sub-optimal	2
transparent	-0.518997415328496	0.885760743170977	5 0.885760743170977	X2<0.885761	5	sub-optimal	2
transparent	-0.0787382948893018	0.0338129206793383	8 0.0338129206793383	X2<0.033813	8	sub-optimal	2
transparent	-0.0204938223461681	0.0489494709763676	8 0.0489494709763676	X2<0.048949	8	sub-optimal	2
transparent	-0.000382280389761291	0.0612792967585847	8 0.0612792967585847	X2<0.061279	8	sub-optimal	2
transparent	-0.00885296147274062	0.0754019911400974	8 0.0754019911400974	X2<0.075402	8	sub-optimal	2
transparent	-0.0401073238600276	0.0806341447168961	8 0.0806341447168961	X2<0.080634	8	sub-optimal	2
transparent	-0.185068141930131	0.0850618543336168	8 0.0850618543336168	X2<0.085062	8	sub-optimal	2
transparent	-0.104907787776362	0.0894395762588829	8 0.0894395762588829	X2<0.089440	8	sub-optimal	2
transparent	-0.0495203727798099	0.0965526036452502	8 0.0965526036452502	X2<0.096553	8	sub-optimal	2
transparent	-0.0156520896939725	0.108155322261155	8 0.108155322261155	X2<0.108155	8	sub-optimal	2
transparent	-0.000950932157657292	0.120879433350638	8 0.120879433350638	X2<0.120879	8	sub-optimal	2
transparent	-0.00371147112981518	0.142655625124462	8 0.142655625124462	X2<0.142656	8	sub-optimal	2
transparent	-0.0227118402486823	0.157833015779033	8 0.157833015779033	X2<0.157833	8	sub-optimal	2
transparent	-0.156791867097066	0.161699284333736	8 0.161699284333736	X2<0.161699	8	sub-optimal	2
transparent	-0.0938588502073259	0.176232376717962	8 0.176232376717962	X2<0.176232	8	sub-optimal	2
transparent	-0.0475173391425301	0.19207036390435	8 0.19207036390435	X2<0.192070	8	sub-optimal	2
transparent	-0.0170190062124362	0.202739362488501	8 0.202739362488501	X2<0.202739	8	sub-optimal	2
transparent	-0.00188620384571081	0.20976641390007	8 0.20976641390007	X2<0.209766	8	sub-optimal	2
transparent	-0.00188620384571081	0.212919866433367	8 0.212919866433367	X2<0.212920	8	sub-optimal	2
transparent	-0.0170190062124362	0.221369982464239	8 0.221369982464239	X2<0.221370	8	sub-optimal	2
transparent	-0.0475173391425301	0.227222961373627	8 0.227222961373627	X2<0.227223	8	sub-optimal	2
transparent	-0.0938588502073259	0.242113852174953	8 0.242113852174953	X2<0.242114	8	sub-optimal	2
transparent	-0.156791867097066	0.256830913480371	8 0.256830913480371	X2<0.256831	8	sub-optimal	2
transparent	-0.237377761024494	0.257380471099168	8 0.257380471099168	X2<0.257380	8	sub-optimal	2
transparent	-0.337055241349372	0.268765673972666	8 0.268765673972666	X2<0.268766	8	sub-optimal	2
transparent	-0.45773542874645	0.286710463697091	8 0.286710463697091	X2<0.286710	8	sub-optimal	2
transparent	-0.0156520896939725	0.297613097936846	8 0.297613097936846	X2<0.297613	8	sub-optimal	2
transparent	-0.0495203727798099	0.309081418206915	8 0.309081418206915	X2<0.309081	8	sub-optimal	2
transparent	-0.104907787776362	0.328073764569126	8 0.328073764569126	X2<0.328074	8	sub-optimal	2
transparent	-0.0904219763864305	0.348395541775972	8 0.348395541775972	X2<0.348396	8	sub-optimal	2
transparent	-0.0401073238600276	0.357099188375287	8 0.357099188375287	X2<0.357099	8	sub-optimal	2
transparent	-1.34203912446515	0.375784554285929	8 0.375784554285929	X2<0.375785	8	sub-optimal	2
transparent	-1.15688187243158	0.394728742656298	8 0.394728742656298	X2<0.394729	8	sub-optimal	2
transparent	-0.977282778190109	0.404946887400001	8 0.404946887400001	X2<0.404947	8	sub-optimal	2
transparent	-0.802917026975472	0.431743385270238	8 0.431743385270238	X2<0.431743	8	sub-optimal	2
transparent	-0.0100456142916503	0.67088818794582	11 0.67088818794582	X2<0.670888	11	sub-optimal	2
transparent	-0.0833225944142537	0.679244465078227	11 0.679244465078227	X2<0.679244	11	sub-optimal	2
transparent	-0.218418553679859	0.688181827776134	11 0.688181827776134	X2<0.688182	11	sub-optimal	2
transparent	-0.411907272437352	0.691141239134595	11 0.691141239134595	X2<0.691141	11	sub-optimal	2
transparent	-0.666595205797178	0.700776348356158	11 0.700776348356158	X2<0.700776	11	sub-optimal	2
transparent	-0.0320061907054363	0.754156785085797	11 0.754156785085797	X2<0.754157	11	sub-optimal	2
transparent	-0.131292019304768	0.807267105439678	11 0.807267105439678	X2<0.807267	11	sub-optimal	2
transparent	-0.308892066873248	0.834532656241208	11 0.834532656241208	X2<0.834533	11	sub-optimal	2
transparent	-0.588453962893489	0.864186478545889	11 0.864186478545889	X2<0.864186	11	sub-optimal	2
transparent	-0.389669468461729	0.690182084799744	12 0.690182084799744	X2<0.690182	12	sub-optimal	2
transparent	-0.0760275629710954	0.705697646830231	12 0.705697646830231	X2<0.705698	12	sub-optimal	2
transparent	-0.00201639414411936	0.729618282988668	12 0.729618282988667	X2<0.729618	12	sub-optimal	2
transparent	-0.127343966679913	0.75531059561763	12 0.75531059561763	X2<0.755311	12	sub-optimal	2
transparent	-0.456043068866714	0.762617269414477	12 0.762617269414477	X2<0.762617	12	sub-optimal	2
transparent	-1.03729928610552	0.798387207672931	12 0.798387207672931	X2<0.798387	12	sub-optimal	2
transparent	-0.389669468461729	0.839366713771597	12 0.839366713771597	X2<0.839367	12	sub-optimal	2
transparent	-2.28130690801303	0.858176307054237	15 0.858176307054237	X2<0.858176	15	sub-optimal	2
transparent	-1.58764949662678	0.86027003522031	15 0.86027003522031	X2<0.860270	15	sub-optimal	2
transparent	-1.07751671841034	0.867726446012966	15 0.867726446012966	X2<0.867726	15	sub-optimal	2
#4DAF4A	-3.45218486942137	0.879315383266658	15 0.879315383266658	X2<0.879315	15	chosen_split	2
transparent	-2.81470812452502	0.886190483579412	15 0.886190483579412	X2<0.886190	15	sub-optimal	2
transparent	-2.26724564380837	0.900135890231468	15 0.900135890231468	X2<0.900136	15	sub-optimal	2
transparent	-1.78706280098561	0.913545841351151	15 0.913545841351151	X2<0.913546	15	sub-optimal	2
